Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
69,Random AI,Tree AI,"(3, 0)","(5, 5)",Black - Tree AI,59.0,10.0,7,38,-31,2670
70,Random AI,Tree AI,"(3, 3)","(4, 2)",Black - Tree AI,60.0,10.0,11,37,-26,3736
71,Random AI,Tree AI,"(3, 5)","(5, 3)",Stalemate,60.5,10.5,2,33,-31,5436
72,Random AI,Tree AI,"(2, 4)","(5, 0)",Black - Tree AI,61.5,10.5,5,38,-33,3143
73,Random AI,Tree AI,"(2, 7)","(4, 0)",Stalemate,62.0,11.0,1,35,-34,4225
74,Random AI,Tree AI,"(2, 3)","(4, 4)",Black - Tree AI,63.0,11.0,5,37,-32,5726
75,Tree AI,Random AI,"(2, 3)","(4, 7)",White - Tree AI,64.0,11.0,38,12,26,3617
76,Tree AI,Random AI,"(3, 2)","(5, 2)",Stalemate,64.5,11.5,39,1,38,7508
77,Random AI,Tree AI,"(2, 2)","(5, 6)",Black - Tree AI,65.5,11.5,8,38,-30,3105
78,Tree AI,Random AI,"(3, 6)","(4, 2)",Stalemate,66.0,12.0,38,1,37,6330
79,Tree AI,Random AI,"(3, 3)","(5, 1)",Stalemate,66.5,12.5,36,0,36,7975
80,Random AI,Tree AI,"(3, 0)","(4, 1)",Black - Tree AI,67.5,12.5,14,37,-23,6537
81,Random AI,Tree AI,"(2, 4)","(5, 3)",Stalemate,68.0,13.0,1,35,-34,5446
82,Random AI,Tree AI,"(3, 7)","(5, 2)",Black - Tree AI,69.0,13.0,3,38,-35,4150
83,Random AI,Tree AI,"(2, 1)","(4, 3)",Black - Tree AI,70.0,13.0,1,38,-37,5485
84,Tree AI,Random AI,"(2, 7)","(4, 5)",Stalemate,70.5,13.5,37,2,35,5753
85,Random AI,Tree AI,"(3, 1)","(4, 7)",Black - Tree AI,71.5,13.5,9,32,-23,4225
86,Random AI,Tree AI,"(2, 1)","(5, 3)",Black - Tree AI,72.5,13.5,17,32,-15,1526
87,Tree AI,Random AI,"(3, 5)","(4, 6)",White - Tree AI,73.5,13.5,37,19,18,8920
88,Tree AI,Random AI,"(3, 2)","(4, 1)",White - Tree AI,74.5,13.5,33,10,23,11862
89,Tree AI,Random AI,"(3, 7)","(5, 6)",White - Tree AI,75.5,13.5,38,1,37,5234
90,Tree AI,Random AI,"(2, 1)","(5, 6)",White - Tree AI,76.5,13.5,39,8,31,5154
91,Tree AI,Random AI,"(3, 4)","(5, 6)",White - Tree AI,77.5,13.5,39,10,29,4268
92,Tree AI,Random AI,"(3, 3)","(4, 0)",White - Tree AI,78.5,13.5,37,11,26,5773
93,Random AI,Tree AI,"(3, 0)","(4, 5)",Black - Tree AI,79.5,13.5,14,35,-21,4044
94,Tree AI,Random AI,"(2, 3)","(4, 0)",Stalemate,80.0,14.0,35,0,35,8954
95,Tree AI,Random AI,"(3, 3)","(4, 7)",White - Tree AI,81.0,14.0,38,16,22,5156
96,Random AI,Tree AI,"(3, 6)","(5, 1)",Stalemate,81.5,14.5,1,31,-30,6960
97,Random AI,Tree AI,"(3, 6)","(4, 1)",Black - Tree AI,82.5,14.5,18,38,-20,4029
98,Random AI,Tree AI,"(2, 7)","(4, 6)",Stalemate,83.0,15.0,0,37,-37,3875
99,Random AI,Tree AI,"(3, 6)","(5, 4)",Stalemate,83.5,15.5,1,38,-37,4522
100,Random AI,Tree AI,"(3, 3)","(4, 6)",Black - Tree AI,84.5,15.5,13,38,-25,3177
