Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
50,Random AI,Tree AI,"(3, 5)","(4, 5)",Stalemate,44.5,5.5,0,39,-39,4890
51,Random AI,Tree AI,"(2, 0)","(5, 3)",Black - Tree AI,45.5,5.5,23,39,-16,3364
52,Random AI,Tree AI,"(3, 4)","(5, 3)",Stalemate,46,6,0,37,-37,4647
53,Tree AI,Random AI,"(3, 0)","(4, 0)",White - Tree AI,47,6,38,29,9,1762
54,Random AI,Tree AI,"(3, 2)","(4, 2)",Black - Tree AI,48,6,10,39,-29,4772
55,Tree AI,Random AI,"(3, 1)","(4, 0)",White - Tree AI,49,6,37,22,15,5790
56,Random AI,Tree AI,"(2, 3)","(5, 0)",Black - Tree AI,50,6,1,38,-37,3726
57,Tree AI,Random AI,"(2, 5)","(4, 0)",White - Tree AI,51,6,36,13,23,5281
58,Tree AI,Random AI,"(3, 5)","(5, 4)",White - Tree AI,52,6,38,16,22,7253
59,Random AI,Tree AI,"(2, 4)","(4, 3)",Black - Tree AI,53,6,10,35,-25,5001
60,Random AI,Tree AI,"(3, 0)","(4, 1)",Black - Tree AI,54,6,16,38,-22,3329
61,Random AI,Tree AI,"(3, 2)","(4, 3)",Black - Tree AI,55,6,28,39,-11,1379
62,Tree AI,Random AI,"(3, 1)","(5, 7)",White - Tree AI,56,6,38,11,27,5518
63,Random AI,Tree AI,"(3, 1)","(5, 3)",Black - Tree AI,57,6,6,38,-32,3619
64,Random AI,Tree AI,"(3, 7)","(5, 3)",Black - Tree AI,58,6,3,36,-33,3739
65,Tree AI,Random AI,"(2, 6)","(4, 7)",White - Tree AI,59,6,37,11,26,5882
66,Random AI,Tree AI,"(2, 6)","(4, 4)",Stalemate,59.5,6.5,0,35,-35,4431
67,Random AI,Tree AI,"(3, 6)","(4, 7)",Black - Tree AI,60.5,6.5,3,39,-36,3837
68,Tree AI,Random AI,"(3, 3)","(5, 5)",White - Tree AI,61.5,6.5,37,21,16,4481
69,Random AI,Tree AI,"(2, 0)","(4, 0)",Black - Tree AI,62.5,6.5,2,37,-35,4717
70,Random AI,Tree AI,"(3, 7)","(5, 0)",Black - Tree AI,63.5,6.5,18,26,-8,5790
71,Tree AI,Random AI,"(2, 0)","(5, 6)",White - Tree AI,64.5,6.5,36,0,36,6002
72,Tree AI,Random AI,"(3, 6)","(5, 1)",White - Tree AI,65.5,6.5,38,10,28,5360
73,Random AI,Tree AI,"(3, 5)","(4, 7)",Stalemate,66,7,0,36,-36,3969
74,Tree AI,Random AI,"(3, 1)","(5, 2)",White - Tree AI,67,7,38,26,12,3064
75,Random AI,Tree AI,"(2, 5)","(5, 1)",Stalemate,67.5,7.5,1,30,-29,3822
76,Tree AI,Random AI,"(3, 7)","(5, 5)",White - Tree AI,68.5,7.5,38,15,23,4881
77,Tree AI,Random AI,"(3, 2)","(4, 0)",White - Tree AI,69.5,7.5,38,36,2,1653
78,Tree AI,Random AI,"(2, 2)","(4, 5)",Stalemate,70,8,35,1,34,3743
79,Random AI,Tree AI,"(2, 0)","(4, 4)",Black - Tree AI,71,8,13,39,-26,3353
80,Random AI,Tree AI,"(3, 2)","(5, 3)",Black - Tree AI,72,8,2,39,-37,3798
81,Tree AI,Random AI,"(3, 6)","(4, 4)",Stalemate,72.5,8.5,34,2,32,8339
82,Tree AI,Random AI,"(3, 6)","(4, 6)",White - Tree AI,73.5,8.5,38,20,18,10309
83,Random AI,Tree AI,"(3, 3)","(4, 3)",Black - Tree AI,74.5,8.5,6,38,-32,3879
84,Tree AI,Random AI,"(2, 6)","(5, 0)",White - Tree AI,75.5,8.5,38,13,25,5599
85,Tree AI,Random AI,"(3, 7)","(5, 1)",White - Tree AI,76.5,8.5,37,9,28,4126
86,Random AI,Tree AI,"(3, 0)","(5, 3)",Black - Tree AI,77.5,8.5,9,39,-30,5063
87,Random AI,Tree AI,"(2, 7)","(5, 0)",Black - Tree AI,78.5,8.5,30,39,-9,2152
88,Random AI,Tree AI,"(3, 7)","(4, 5)",Black - Tree AI,79.5,8.5,1,36,-35,5529
89,Tree AI,Random AI,"(2, 3)","(4, 0)",White - Tree AI,80.5,8.5,37,18,19,6199
90,Random AI,Tree AI,"(3, 6)","(5, 2)",Black - Tree AI,81.5,8.5,12,36,-24,4741
91,Random AI,Tree AI,"(3, 1)","(4, 4)",Black - Tree AI,82.5,8.5,7,37,-30,4280
92,Random AI,Tree AI,"(2, 3)","(4, 2)",Black - Tree AI,83.5,8.5,37,39,-2,770
93,Tree AI,Random AI,"(2, 0)","(4, 3)",Stalemate,84,9,37,0,37,8316
94,Tree AI,Random AI,"(3, 3)","(5, 1)",Stalemate,84.5,9.5,35,1,34,8637
95,Random AI,Tree AI,"(3, 4)","(4, 4)",Black - Tree AI,85.5,9.5,4,29,-25,3275
96,Random AI,Tree AI,"(3, 3)","(4, 1)",Stalemate,86,10,0,39,-39,4542
97,Tree AI,Random AI,"(2, 0)","(5, 7)",Stalemate,86.5,10.5,28,0,28,13530
98,Tree AI,Random AI,"(2, 5)","(5, 4)",White - Tree AI,87.5,10.5,38,4,34,4142
99,Random AI,Tree AI,"(2, 3)","(4, 7)",Stalemate,88,11,0,39,-39,5240
100,Tree AI,Random AI,"(2, 4)","(5, 4)",White - Tree AI,89,11,37,4,33,6140
