Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
21,Random AI,Tree AI,"(2, 5)","(4, 1)",Black - Tree AI,18,3,34,39,-5,1505
22,Random AI,Tree AI,"(3, 5)","(5, 0)",Black - Tree AI,19,3,37,39,-2,883
23,Random AI,Tree AI,"(2, 6)","(5, 0)",Black - Tree AI,20,3,0,36,-36,6129
24,Random AI,Tree AI,"(2, 0)","(4, 2)",Stalemate,20.5,3.5,0,34,-34,4397
25,Tree AI,Random AI,"(2, 1)","(5, 2)",White - Tree AI,21.5,3.5,39,13,26,3315
26,Tree AI,Random AI,"(2, 0)","(4, 7)",White - Tree AI,22.5,3.5,37,12,25,3657
27,Random AI,Tree AI,"(3, 3)","(5, 6)",Black - Tree AI,23.5,3.5,17,39,-22,2661
28,Tree AI,Random AI,"(2, 1)","(5, 0)",White - Tree AI,24.5,3.5,34,10,24,9143
29,Tree AI,Random AI,"(2, 0)","(4, 6)",White - Tree AI,25.5,3.5,34,7,27,6940
30,Random AI,Tree AI,"(2, 1)","(4, 2)",Black - Tree AI,26.5,3.5,6,38,-32,4231
31,Tree AI,Random AI,"(3, 0)","(5, 4)",White - Tree AI,27.5,3.5,38,4,34,3682
32,Random AI,Tree AI,"(2, 0)","(4, 3)",Black - Tree AI,28.5,3.5,6,39,-33,4590
33,Random AI,Tree AI,"(2, 4)","(4, 5)",Stalemate,29,4,0,38,-38,4336
34,Random AI,Tree AI,"(2, 1)","(5, 6)",Black - Tree AI,30,4,13,39,-26,3484
35,Random AI,Tree AI,"(2, 5)","(4, 3)",Black - Tree AI,31,4,2,38,-36,3891
36,Random AI,Tree AI,"(3, 7)","(4, 4)",Black - Tree AI,32,4,17,38,-21,5091
37,Tree AI,Random AI,"(3, 4)","(5, 0)",White - Tree AI,33,4,39,38,1,873
38,Random AI,Tree AI,"(2, 7)","(4, 2)",Black - Tree AI,34,4,10,37,-27,2534
39,Tree AI,Random AI,"(2, 5)","(5, 6)",White - Tree AI,35,4,38,8,30,8737
40,Tree AI,Random AI,"(3, 5)","(4, 1)",White - Tree AI,36,4,38,6,32,6095
41,Random AI,Tree AI,"(3, 6)","(5, 1)",Black - Tree AI,37,4,5,38,-33,3314
42,Tree AI,Random AI,"(3, 2)","(4, 1)",White - Tree AI,38,4,37,3,34,5203
43,Tree AI,Random AI,"(3, 2)","(4, 5)",White - Tree AI,39,4,35,15,20,5593
44,Tree AI,Random AI,"(3, 7)","(5, 3)",White - Tree AI,40,4,38,17,21,8511
45,Random AI,Tree AI,"(3, 5)","(4, 7)",Black - Tree AI,41,4,13,39,-26,2479
46,Random AI,Tree AI,"(3, 4)","(4, 3)",Stalemate,41.5,4.5,0,38,-38,4871
47,Random AI,Tree AI,"(3, 0)","(4, 7)",Black - Tree AI,42.5,4.5,6,35,-29,5131
48,Tree AI,Random AI,"(3, 2)","(4, 2)",Stalemate,43,5,34,1,33,7887
49,Random AI,Tree AI,"(2, 5)","(4, 0)",Stalemate,43.5,5.5,0,37,-37,4260
50,Tree AI,Random AI,"(2, 5)","(5, 5)",White - Tree AI,44.5,5.5,38,19,19,3479
51,Tree AI,Random AI,"(3, 3)","(4, 7)",Stalemate,45,6,38,1,37,12538
52,Random AI,Tree AI,"(3, 7)","(5, 2)",Black - Tree AI,46,6,9,39,-30,4607
53,Tree AI,Random AI,"(3, 7)","(4, 1)",White - Tree AI,47,6,29,9,20,5580
54,Random AI,Tree AI,"(2, 3)","(5, 1)",Black - Tree AI,48,6,11,35,-24,3477
55,Random AI,Tree AI,"(3, 3)","(5, 4)",Black - Tree AI,49,6,14,38,-24,4346
56,Random AI,Tree AI,"(3, 0)","(5, 1)",Stalemate,49.5,6.5,0,38,-38,4686
57,Random AI,Tree AI,"(3, 7)","(5, 0)",Black - Tree AI,50.5,6.5,25,38,-13,3008
58,Random AI,Tree AI,"(2, 7)","(5, 3)",Black - Tree AI,51.5,6.5,8,39,-31,4425
59,Random AI,Tree AI,"(3, 6)","(4, 7)",Black - Tree AI,52.5,6.5,25,38,-13,1994
60,Tree AI,Random AI,"(2, 6)","(4, 6)",White - Tree AI,53.5,6.5,37,24,13,3326
61,Tree AI,Random AI,"(2, 7)","(5, 7)",White - Tree AI,54.5,6.5,37,7,30,5854
62,Tree AI,Random AI,"(3, 5)","(5, 2)",White - Tree AI,55.5,6.5,38,4,34,5597
63,Tree AI,Random AI,"(3, 4)","(5, 5)",White - Tree AI,56.5,6.5,37,7,30,8225
64,Random AI,Tree AI,"(2, 0)","(5, 0)",Black - Tree AI,57.5,6.5,19,39,-20,2014
65,Random AI,Tree AI,"(2, 6)","(5, 6)",Black - Tree AI,58.5,6.5,2,39,-37,3510
66,Tree AI,Random AI,"(3, 6)","(4, 0)",White - Tree AI,59.5,6.5,36,8,28,6296
67,Tree AI,Random AI,"(3, 1)","(5, 7)",White - Tree AI,60.5,6.5,39,37,2,462
68,Tree AI,Random AI,"(2, 1)","(5, 7)",White - Tree AI,61.5,6.5,37,0,37,4241
69,Random AI,Tree AI,"(3, 0)","(5, 0)",Stalemate,62,7,0,37,-37,7070
70,Random AI,Tree AI,"(3, 7)","(4, 2)",Stalemate,62.5,7.5,0,30,-30,8531
71,Random AI,Tree AI,"(2, 2)","(5, 3)",Black - Tree AI,63.5,7.5,15,38,-23,3280
72,Random AI,Tree AI,"(2, 3)","(4, 2)",Stalemate,64,8,0,37,-37,4086
73,Tree AI,Random AI,"(3, 3)","(5, 5)",White - Tree AI,65,8,39,36,3,2119
74,Random AI,Tree AI,"(2, 0)","(5, 2)",Stalemate,65.5,8.5,0,27,-27,10303
75,Tree AI,Random AI,"(3, 6)","(4, 4)",Stalemate,66,9,35,1,34,5451
76,Random AI,Tree AI,"(3, 1)","(4, 3)",Stalemate,66.5,9.5,1,32,-31,5690
77,Random AI,Tree AI,"(2, 2)","(5, 0)",Stalemate,67,10,0,35,-35,4883
78,Random AI,Tree AI,"(3, 4)","(4, 7)",Black - Tree AI,68,10,8,39,-31,4078
79,Random AI,Tree AI,"(3, 5)","(5, 3)",Black - Tree AI,69,10,10,39,-29,3004
80,Random AI,Tree AI,"(3, 5)","(4, 3)",Stalemate,69.5,10.5,0,33,-33,4280
81,Tree AI,Random AI,"(3, 4)","(5, 3)",White - Tree AI,70.5,10.5,39,2,37,3075
82,Tree AI,Random AI,"(3, 4)","(5, 6)",White - Tree AI,71.5,10.5,36,7,29,6705
83,Random AI,Tree AI,"(2, 2)","(4, 7)",Black - Tree AI,72.5,10.5,12,36,-24,3630
84,Random AI,Tree AI,"(3, 0)","(4, 6)",Stalemate,73,11,0,21,-21,7968
85,Tree AI,Random AI,"(3, 2)","(4, 6)",White - Tree AI,74,11,37,12,25,8795
86,Tree AI,Random AI,"(3, 7)","(4, 0)",Stalemate,74.5,11.5,37,1,36,7290
87,Tree AI,Random AI,"(2, 6)","(5, 5)",Stalemate,75,12,39,1,38,3707
88,Random AI,Tree AI,"(3, 6)","(4, 6)",Stalemate,75.5,12.5,1,36,-35,4819
89,Random AI,Tree AI,"(3, 3)","(5, 3)",Stalemate,76,13,0,38,-38,3166
90,Tree AI,Random AI,"(2, 3)","(5, 5)",White - Tree AI,77,13,38,23,15,1930
91,Random AI,Tree AI,"(2, 4)","(4, 3)",Black - Tree AI,78,13,35,39,-4,535
92,Random AI,Tree AI,"(3, 2)","(4, 4)",Black - Tree AI,79,13,25,39,-14,3240
93,Random AI,Tree AI,"(3, 7)","(4, 7)",Stalemate,79.5,13.5,0,38,-38,3881
94,Random AI,Tree AI,"(3, 1)","(5, 6)",Stalemate,80,14,2,39,-37,4753
95,Tree AI,Random AI,"(3, 0)","(5, 3)",White - Tree AI,81,14,38,33,5,1651
96,Random AI,Tree AI,"(3, 4)","(4, 1)",Black - Tree AI,82,14,2,36,-34,3721
97,Random AI,Tree AI,"(2, 1)","(5, 4)",Black - Tree AI,83,14,2,39,-37,3536
98,Random AI,Tree AI,"(2, 3)","(5, 2)",Black - Tree AI,84,14,8,38,-30,3791
99,Random AI,Tree AI,"(3, 4)","(5, 1)",Stalemate,84.5,14.5,1,39,-38,3751
100,Tree AI,Random AI,"(3, 5)","(5, 1)",White - Tree AI,85.5,14.5,38,24,14,4406
