Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
59,Tree AI,Random AI,"(2, 1)","(5, 4)",White - Tree AI,51,8,38,7,31,5791
60,Tree AI,Random AI,"(3, 2)","(4, 7)",Stalemate,51.5,8.5,36,0,36,6451
61,Tree AI,Random AI,"(3, 5)","(4, 0)",Stalemate,52,9,37,2,35,5602
62,Random AI,Tree AI,"(2, 5)","(4, 1)",Black - Tree AI,53,9,4,37,-33,2850
63,Tree AI,Random AI,"(2, 6)","(4, 6)",White - Tree AI,54,9,39,38,1,374
64,Tree AI,Random AI,"(2, 4)","(4, 2)",White - Tree AI,55,9,39,6,33,6768
65,Tree AI,Random AI,"(3, 6)","(5, 5)",Stalemate,55.5,9.5,34,4,30,6122
66,Tree AI,Random AI,"(3, 2)","(4, 6)",Stalemate,56,10,38,1,37,4848
67,Random AI,Tree AI,"(2, 2)","(4, 3)",Black - Tree AI,57,10,10,38,-28,4831
68,Tree AI,Random AI,"(3, 0)","(4, 0)",Stalemate,57.5,10.5,36,0,36,8207
69,Random AI,Tree AI,"(3, 0)","(4, 3)",Black - Tree AI,58.5,10.5,22,37,-15,2631
70,Tree AI,Random AI,"(2, 0)","(4, 7)",Stalemate,59,11,30,0,30,8464
71,Random AI,Tree AI,"(3, 1)","(4, 6)",Black - Tree AI,60,11,5,36,-31,5641
72,Random AI,Tree AI,"(3, 7)","(4, 1)",Black - Tree AI,61,11,15,38,-23,4122
73,Tree AI,Random AI,"(2, 1)","(5, 7)",White - Tree AI,62,11,37,25,12,3557
74,Random AI,Tree AI,"(2, 0)","(5, 6)",Black - Tree AI,63,11,0,37,-37,4420
75,Tree AI,Random AI,"(2, 3)","(5, 7)",Stalemate,63.5,11.5,38,2,36,4858
76,Tree AI,Random AI,"(2, 6)","(5, 7)",White - Tree AI,64.5,11.5,39,25,14,2405
77,Tree AI,Random AI,"(3, 3)","(4, 0)",White - Tree AI,65.5,11.5,39,3,36,3811
78,Random AI,Tree AI,"(2, 7)","(4, 2)",Black - Tree AI,66.5,11.5,5,37,-32,3403
79,Random AI,Tree AI,"(3, 7)","(5, 7)",Black - Tree AI,67.5,11.5,14,37,-23,1614
80,Random AI,Tree AI,"(3, 7)","(4, 3)",Black - Tree AI,68.5,11.5,12,38,-26,2478
81,Tree AI,Random AI,"(2, 5)","(4, 3)",White - Tree AI,69.5,11.5,37,6,31,4814
82,Random AI,Tree AI,"(3, 1)","(5, 2)",Black - Tree AI,70.5,11.5,23,38,-15,4417
83,Tree AI,Random AI,"(2, 5)","(5, 4)",Stalemate,71,12,39,0,39,3881
84,Random AI,Tree AI,"(2, 4)","(5, 0)",Stalemate,71.5,12.5,0,38,-38,3465
85,Tree AI,Random AI,"(3, 1)","(4, 1)",White - Tree AI,72.5,12.5,39,14,25,3910
86,Tree AI,Random AI,"(2, 6)","(5, 1)",White - Tree AI,73.5,12.5,38,10,28,7263
87,Random AI,Tree AI,"(3, 6)","(4, 4)",Black - Tree AI,74.5,12.5,17,33,-16,1289
88,Random AI,Tree AI,"(2, 3)","(5, 0)",Stalemate,75,13,0,36,-36,7463
89,Tree AI,Random AI,"(3, 2)","(4, 0)",White - Tree AI,76,13,38,7,31,5561
90,Tree AI,Random AI,"(3, 7)","(4, 4)",Stalemate,76.5,13.5,36,2,34,6280
91,Tree AI,Random AI,"(2, 4)","(5, 1)",White - Tree AI,77.5,13.5,39,31,8,3437
92,Random AI,Tree AI,"(2, 7)","(4, 0)",Black - Tree AI,78.5,13.5,2,37,-35,3638
93,Random AI,Tree AI,"(2, 4)","(4, 6)",Stalemate,79,14,1,28,-27,4086
94,Random AI,Tree AI,"(2, 4)","(5, 5)",Black - Tree AI,80,14,28,36,-8,3893
95,Random AI,Tree AI,"(3, 4)","(5, 6)",Black - Tree AI,81,14,0,33,-33,5697
96,Tree AI,Random AI,"(3, 4)","(5, 1)",White - Tree AI,82,14,38,16,22,3452
97,Tree AI,Random AI,"(3, 2)","(4, 1)",Stalemate,82.5,14.5,38,1,37,7288
98,Tree AI,Random AI,"(3, 5)","(5, 1)",Stalemate,83,15,37,1,36,5463
99,Random AI,Tree AI,"(3, 1)","(5, 6)",Black - Tree AI,84,15,5,35,-30,5883
100,Tree AI,Random AI,"(2, 3)","(5, 4)",Stalemate,84.5,15.5,37,0,37,6944
