Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
62,Random AI,Tree AI,"(3, 2)","(5, 4)",Black - Tree AI,50.0,12.0,23,39,-16,2713
63,Random AI,Tree AI,"(2, 5)","(4, 2)",Black - Tree AI,51.0,12.0,26,39,-13,2725
64,Random AI,Tree AI,"(3, 6)","(4, 6)",Black - Tree AI,52.0,12.0,1,39,-38,2903
65,Random AI,Tree AI,"(3, 0)","(4, 2)",Stalemate,52.5,12.5,1,38,-37,3470
66,Tree AI,Random AI,"(2, 5)","(4, 7)",White - Tree AI,53.5,12.5,37,0,37,4708
67,Tree AI,Random AI,"(3, 4)","(5, 1)",White - Tree AI,54.5,12.5,37,5,32,4014
68,Tree AI,Random AI,"(3, 1)","(4, 7)",White - Tree AI,55.5,12.5,38,29,9,3971
69,Tree AI,Random AI,"(2, 5)","(4, 5)",White - Tree AI,56.5,12.5,38,11,27,9094
70,Tree AI,Random AI,"(2, 5)","(5, 0)",White - Tree AI,57.5,12.5,38,24,14,3344
71,Tree AI,Random AI,"(3, 2)","(5, 0)",White - Tree AI,58.5,12.5,37,11,26,7571
72,Random AI,Tree AI,"(2, 4)","(5, 0)",Black - Tree AI,59.5,12.5,9,34,-25,3278
73,Random AI,Tree AI,"(3, 3)","(5, 4)",Stalemate,60.0,13.0,1,32,-31,4002
74,Tree AI,Random AI,"(2, 1)","(5, 2)",White - Tree AI,61.0,13.0,38,11,27,2110
75,Random AI,Tree AI,"(3, 4)","(4, 6)",Stalemate,61.5,13.5,0,39,-39,4800
76,Random AI,Tree AI,"(3, 6)","(4, 4)",Stalemate,62.0,14.0,1,39,-38,5799
77,Tree AI,Random AI,"(2, 7)","(5, 1)",Stalemate,62.5,14.5,37,0,37,8180
78,Random AI,Tree AI,"(2, 2)","(5, 0)",Black - Tree AI,63.5,14.5,7,39,-32,5322
79,Random AI,Tree AI,"(3, 4)","(4, 7)",Black - Tree AI,64.5,14.5,2,35,-33,3506
80,Tree AI,Random AI,"(2, 6)","(4, 6)",Stalemate,65.0,15.0,28,0,28,10409
81,Tree AI,Random AI,"(2, 2)","(4, 5)",White - Tree AI,66.0,15.0,38,18,20,4439
82,Tree AI,Random AI,"(3, 1)","(5, 0)",White - Tree AI,67.0,15.0,35,16,19,6232
83,Tree AI,Random AI,"(3, 4)","(5, 2)",Stalemate,67.5,15.5,34,0,34,7706
84,Random AI,Tree AI,"(2, 0)","(4, 4)",Black - Tree AI,68.5,15.5,13,38,-25,4966
85,Random AI,Tree AI,"(3, 0)","(4, 5)",Black - Tree AI,69.5,15.5,4,37,-33,6958
86,Random AI,Tree AI,"(3, 4)","(5, 7)",Black - Tree AI,70.5,15.5,11,36,-25,7120
87,Random AI,Tree AI,"(2, 5)","(5, 6)",Black - Tree AI,71.5,15.5,7,35,-28,8252
88,Random AI,Tree AI,"(3, 7)","(5, 5)",Stalemate,72.0,16.0,0,38,-38,3740
89,Tree AI,Random AI,"(3, 6)","(5, 6)",White - Tree AI,73.0,16.0,34,4,30,3296
90,Tree AI,Random AI,"(2, 3)","(5, 1)",White - Tree AI,74.0,16.0,38,30,8,947
91,Random AI,Tree AI,"(3, 2)","(4, 2)",Black - Tree AI,75.0,16.0,11,38,-27,6926
92,Random AI,Tree AI,"(3, 1)","(4, 0)",Stalemate,75.5,16.5,0,39,-39,3771
93,Tree AI,Random AI,"(2, 0)","(5, 3)",White - Tree AI,76.5,16.5,38,26,12,984
94,Tree AI,Random AI,"(2, 7)","(4, 1)",White - Tree AI,77.5,16.5,37,17,20,9107
95,Tree AI,Random AI,"(3, 3)","(4, 2)",White - Tree AI,78.5,16.5,36,3,33,7370
96,Random AI,Tree AI,"(3, 4)","(4, 2)",Black - Tree AI,79.5,16.5,23,39,-16,2063
97,Random AI,Tree AI,"(2, 3)","(5, 4)",Black - Tree AI,80.5,16.5,7,38,-31,4209
98,Tree AI,Random AI,"(2, 3)","(4, 5)",Stalemate,81.0,17.0,35,0,35,9793
99,Random AI,Tree AI,"(2, 5)","(4, 6)",Black - Tree AI,82.0,17.0,1,36,-35,5284
100,Random AI,Tree AI,"(2, 0)","(5, 4)",Black - Tree AI,83.0,17.0,2,38,-36,3038
