"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' 'bp' 'bp' 'bp' 'bp' 'bp' 'bp']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['wp' 'wp' 'wp' 'wp' 'wp' 'wp' 'wp' 'wp']
 ['wR' 'wN' 'wB' 'wQ' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' 'bp' 'bp' 'bp' 'bp' 'bp' 'bp']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' 'wp' 'wp']
 ['wR' 'wN' 'wB' 'wQ' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' 'bp' 'bp' 'bp' 'bp' '--' 'bp']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' 'bp' '--']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' 'wp' 'wp']
 ['wR' 'wN' 'wB' 'wQ' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' 'bp' 'bp' 'bp' 'bp' '--' 'bp']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' 'bp' '--']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['wN' '--' '--' '--' '--' '--' '--' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' 'wp' 'wp']
 ['wR' '--' 'wB' 'wQ' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' 'bp' 'bp' 'bp' 'bp' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' 'bp' 'bp']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['wN' '--' '--' '--' '--' '--' '--' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' 'wp' 'wp']
 ['wR' '--' 'wB' 'wQ' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' 'bp' 'bp' 'bp' 'bp' '--' '--']
 ['--' '--' '--' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' 'bp' 'bp']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['wN' '--' '--' '--' '--' '--' 'wp' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' '--' 'wp']
 ['wR' '--' 'wB' 'wQ' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' '--' 'bp' 'bp' 'bp' '--' '--']
 ['--' '--' 'bp' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' 'bp' 'bp']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['wN' '--' '--' '--' '--' '--' 'wp' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' '--' 'wp']
 ['wR' '--' 'wB' 'wQ' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['bp' 'bp' '--' 'bp' 'bp' 'bp' '--' '--']
 ['--' '--' 'bp' '--' '--' '--' '--' '--']
 ['--' '--' '--' '--' '--' '--' 'bp' 'bp']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['wN' 'wQ' '--' '--' '--' '--' 'wp' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' '--' 'wp']
 ['wR' '--' 'wB' '--' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['--' 'bp' '--' 'bp' 'bp' 'bp' '--' '--']
 ['--' '--' 'bp' '--' '--' '--' '--' '--']
 ['bp' '--' '--' '--' '--' '--' 'bp' 'bp']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['wN' 'wQ' '--' '--' '--' '--' 'wp' '--']
 ['wp' 'wp' '--' 'wp' 'wp' 'wp' '--' 'wp']
 ['wR' '--' 'wB' '--' 'wK' 'wB' 'wN' 'wR']]",39
"[['bR' 'bN' 'bB' 'bQ' 'bK' 'bB' 'bN' 'bR']
 ['--' 'bp' '--' 'bp' 'bp' 'bp' '--' '--']
 ['--' '--' 'bp' '--' '--' '--' '--' '--']
 ['bp' '--' '--' '--' '--' '--' 'bp' 'bp']
 ['--' '--' 'wp' '--' '--' '--' '--' '--']
 ['--' 'wQ' '--' '--' '--' '--' 'wp' '--']
 ['wp' 'wp' 'wN' 'wp' 'wp' 'wp' '--' 'wp']
 ['wR' '--' 'wB' '--' 'wK' 'wB' 'wN' 'wR']]",39
