Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
51,Tree AI,Random AI,"(3, 6)","(4, 3)",Stalemate,43.5,7.5,38,1,37,8040
52,Tree AI,Random AI,"(3, 1)","(4, 3)",White - Tree AI,44.5,7.5,37,2,35,3957
53,Tree AI,Random AI,"(2, 0)","(4, 0)",White - Tree AI,45.5,7.5,38,8,30,4903
54,Random AI,Tree AI,"(2, 4)","(5, 3)",Black - Tree AI,46.5,7.5,3,33,-30,5780
55,Tree AI,Random AI,"(2, 2)","(5, 7)",Stalemate,47.0,8.0,39,0,39,3572
56,Tree AI,Random AI,"(2, 5)","(5, 0)",White - Tree AI,48.0,8.0,37,0,37,3928
57,Random AI,Tree AI,"(2, 4)","(5, 0)",Black - Tree AI,49.0,8.0,14,35,-21,1993
58,Tree AI,Random AI,"(3, 6)","(4, 2)",White - Tree AI,50.0,8.0,38,7,31,6516
59,Tree AI,Random AI,"(2, 5)","(4, 4)",Stalemate,50.5,8.5,38,0,38,6881
60,Tree AI,Random AI,"(3, 4)","(5, 5)",White - Tree AI,51.5,8.5,39,15,24,2990
61,Tree AI,Random AI,"(3, 3)","(4, 4)",White - Tree AI,52.5,8.5,34,6,28,11198
62,Tree AI,Random AI,"(3, 0)","(4, 1)",White - Tree AI,53.5,8.5,38,5,33,3048
63,Random AI,Tree AI,"(2, 1)","(4, 2)",Black - Tree AI,54.5,8.5,34,38,-4,850
64,Tree AI,Random AI,"(3, 0)","(5, 6)",Stalemate,55.0,9.0,37,0,37,4750
65,Tree AI,Random AI,"(3, 5)","(4, 6)",White - Tree AI,56.0,9.0,35,2,33,6558
66,Tree AI,Random AI,"(2, 4)","(5, 2)",White - Tree AI,57.0,9.0,38,7,31,5089
67,Tree AI,Random AI,"(3, 1)","(5, 6)",White - Tree AI,58.0,9.0,39,37,2,800
68,Random AI,Tree AI,"(2, 7)","(5, 4)",Black - Tree AI,59.0,9.0,15,38,-23,2511
69,Random AI,Tree AI,"(2, 7)","(4, 5)",Black - Tree AI,60.0,9.0,17,38,-21,3489
70,Random AI,Tree AI,"(2, 1)","(4, 6)",Black - Tree AI,61.0,9.0,3,38,-35,4339
71,Random AI,Tree AI,"(2, 4)","(4, 0)",Black - Tree AI,62.0,9.0,21,35,-14,3598
72,Random AI,Tree AI,"(2, 6)","(5, 7)",Black - Tree AI,63.0,9.0,38,38,0,385
73,Tree AI,Random AI,"(3, 5)","(5, 1)",Stalemate,63.5,9.5,26,2,24,6843
74,Tree AI,Random AI,"(2, 4)","(4, 6)",White - Tree AI,64.5,9.5,37,8,29,3138
75,Random AI,Tree AI,"(2, 5)","(5, 5)",Stalemate,65.0,10.0,0,34,-34,6925
76,Tree AI,Random AI,"(3, 2)","(5, 6)",White - Tree AI,66.0,10.0,36,29,7,3861
77,Tree AI,Random AI,"(2, 2)","(5, 3)",White - Tree AI,67.0,10.0,39,5,34,5958
78,Random AI,Tree AI,"(2, 7)","(5, 0)",Black - Tree AI,68.0,10.0,8,38,-30,4911
79,Tree AI,Random AI,"(2, 2)","(4, 1)",White - Tree AI,69.0,10.0,36,6,30,4080
80,Tree AI,Random AI,"(3, 7)","(5, 4)",White - Tree AI,70.0,10.0,36,7,29,4867
81,Random AI,Tree AI,"(2, 0)","(4, 3)",Black - Tree AI,71.0,10.0,3,37,-34,4201
82,Tree AI,Random AI,"(2, 3)","(5, 7)",White - Tree AI,72.0,10.0,39,31,8,2671
83,Random AI,Tree AI,"(2, 3)","(4, 1)",Black - Tree AI,73.0,10.0,5,38,-33,3594
84,Tree AI,Random AI,"(2, 1)","(5, 3)",White - Tree AI,74.0,10.0,37,15,22,3543
85,Tree AI,Random AI,"(3, 4)","(4, 4)",Stalemate,74.5,10.5,37,0,37,8386
86,Random AI,Tree AI,"(2, 6)","(4, 3)",Stalemate,75.0,11.0,0,32,-32,7371
87,Random AI,Tree AI,"(3, 4)","(5, 4)",Stalemate,75.5,11.5,0,35,-35,6240
88,Tree AI,Random AI,"(2, 7)","(5, 7)",White - Tree AI,76.5,11.5,30,2,28,4422
89,Random AI,Tree AI,"(3, 5)","(4, 2)",Black - Tree AI,77.5,11.5,15,38,-23,2476
90,Random AI,Tree AI,"(3, 1)","(4, 6)",Stalemate,78.0,12.0,1,37,-36,6713
91,Tree AI,Random AI,"(3, 6)","(4, 4)",Stalemate,78.5,12.5,28,0,28,11647
92,Tree AI,Random AI,"(2, 4)","(4, 5)",White - Tree AI,79.5,12.5,39,5,34,4973
93,Tree AI,Random AI,"(2, 0)","(5, 7)",Stalemate,80.0,13.0,34,0,34,5194
94,Tree AI,Random AI,"(3, 2)","(4, 0)",White - Tree AI,81.0,13.0,38,3,35,4188
95,Tree AI,Random AI,"(2, 4)","(5, 1)",White - Tree AI,82.0,13.0,36,33,3,1146
96,Tree AI,Random AI,"(3, 0)","(4, 0)",White - Tree AI,83.0,13.0,34,7,27,4841
97,Tree AI,Random AI,"(3, 2)","(4, 7)",White - Tree AI,84.0,13.0,38,7,31,8740
98,Tree AI,Random AI,"(3, 1)","(4, 7)",Stalemate,84.5,13.5,37,1,36,7270
99,Random AI,Tree AI,"(3, 7)","(5, 5)",Black - Tree AI,85.5,13.5,0,34,-34,4532
100,Tree AI,Random AI,"(2, 3)","(4, 4)",Stalemate,86.0,14.0,37,0,37,8119
