Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
41,Random AI,Tree AI,"(2, 3)","(4, 0)",Stalemate,35.5,5.5,0,35,-35,4963
42,Random AI,Tree AI,"(2, 0)","(4, 2)",Black - Tree AI,36.5,5.5,12,38,-26,4267
43,Random AI,Tree AI,"(2, 2)","(4, 7)",Stalemate,37.0,6.0,1,38,-37,3781
44,Random AI,Tree AI,"(3, 0)","(4, 7)",Black - Tree AI,38.0,6.0,7,35,-28,2719
45,Tree AI,Random AI,"(3, 4)","(5, 5)",White - Tree AI,39.0,6.0,36,3,33,3786
46,Tree AI,Random AI,"(3, 5)","(4, 3)",White - Tree AI,40.0,6.0,34,17,17,7859
47,Random AI,Tree AI,"(3, 3)","(4, 6)",Black - Tree AI,41.0,6.0,17,39,-22,4777
48,Random AI,Tree AI,"(2, 7)","(4, 3)",Black - Tree AI,42.0,6.0,0,39,-39,5974
49,Tree AI,Random AI,"(2, 3)","(5, 3)",White - Tree AI,43.0,6.0,37,17,20,2861
50,Tree AI,Random AI,"(3, 0)","(4, 0)",Stalemate,43.5,6.5,38,0,38,6835
51,Tree AI,Random AI,"(3, 1)","(4, 3)",Stalemate,44.0,7.0,37,1,36,8128
52,Random AI,Tree AI,"(2, 7)","(4, 6)",Black - Tree AI,45.0,7.0,10,38,-28,5009
53,Tree AI,Random AI,"(2, 1)","(5, 3)",Stalemate,45.5,7.5,37,0,37,5026
54,Random AI,Tree AI,"(2, 0)","(4, 7)",Black - Tree AI,46.5,7.5,16,37,-21,5186
55,Tree AI,Random AI,"(3, 0)","(5, 4)",Stalemate,47.0,8.0,38,0,38,6246
56,Tree AI,Random AI,"(3, 1)","(4, 2)",Stalemate,47.5,8.5,38,1,37,5396
57,Random AI,Tree AI,"(2, 4)","(4, 4)",Stalemate,48.0,9.0,0,38,-38,3706
58,Tree AI,Random AI,"(2, 0)","(4, 5)",White - Tree AI,49.0,9.0,36,6,30,3570
59,Tree AI,Random AI,"(2, 7)","(4, 2)",White - Tree AI,50.0,9.0,37,10,27,7446
60,Random AI,Tree AI,"(2, 0)","(5, 6)",Black - Tree AI,51.0,9.0,0,38,-38,6577
61,Tree AI,Random AI,"(3, 4)","(4, 4)",White - Tree AI,52.0,9.0,37,3,34,5965
62,Tree AI,Random AI,"(3, 2)","(5, 4)",White - Tree AI,53.0,9.0,33,6,27,2601
63,Tree AI,Random AI,"(2, 5)","(4, 2)",White - Tree AI,54.0,9.0,37,5,32,7504
64,Tree AI,Random AI,"(3, 6)","(4, 6)",White - Tree AI,55.0,9.0,38,16,22,7539
65,Tree AI,Random AI,"(3, 0)","(4, 2)",White - Tree AI,56.0,9.0,35,13,22,3360
66,Tree AI,Random AI,"(2, 5)","(4, 7)",Stalemate,56.5,9.5,38,0,38,6562
67,Random AI,Tree AI,"(3, 4)","(5, 1)",Black - Tree AI,57.5,9.5,17,38,-21,2012
68,Random AI,Tree AI,"(3, 1)","(4, 7)",Black - Tree AI,58.5,9.5,23,35,-12,2439
69,Random AI,Tree AI,"(2, 5)","(4, 5)",Stalemate,59.0,10.0,1,39,-38,4550
70,Tree AI,Random AI,"(2, 5)","(5, 0)",White - Tree AI,60.0,10.0,31,7,24,8456
71,Random AI,Tree AI,"(3, 2)","(5, 0)",Black - Tree AI,61.0,10.0,0,39,-39,4460
72,Random AI,Tree AI,"(2, 4)","(5, 0)",Black - Tree AI,62.0,10.0,21,38,-17,4786
73,Tree AI,Random AI,"(3, 3)","(5, 4)",White - Tree AI,63.0,10.0,37,22,15,6190
74,Random AI,Tree AI,"(2, 1)","(5, 2)",Black - Tree AI,64.0,10.0,0,35,-35,3276
75,Tree AI,Random AI,"(3, 4)","(4, 6)",White - Tree AI,65.0,10.0,38,10,28,6453
76,Tree AI,Random AI,"(3, 6)","(4, 4)",White - Tree AI,66.0,10.0,38,13,25,4304
77,Random AI,Tree AI,"(2, 7)","(5, 1)",Black - Tree AI,67.0,10.0,9,37,-28,2285
78,Tree AI,Random AI,"(2, 2)","(5, 0)",White - Tree AI,68.0,10.0,37,20,17,4514
79,Tree AI,Random AI,"(3, 4)","(4, 7)",Stalemate,68.5,10.5,35,0,35,4066
80,Tree AI,Random AI,"(2, 6)","(4, 6)",Stalemate,69.0,11.0,33,1,32,4107
81,Random AI,Tree AI,"(2, 2)","(4, 5)",Black - Tree AI,70.0,11.0,11,38,-27,2470
82,Random AI,Tree AI,"(3, 1)","(5, 0)",Stalemate,70.5,11.5,0,36,-36,7575
83,Tree AI,Random AI,"(3, 4)","(5, 2)",White - Tree AI,71.5,11.5,38,2,36,9012
84,Tree AI,Random AI,"(2, 0)","(4, 4)",White - Tree AI,72.5,11.5,37,10,27,6754
85,Random AI,Tree AI,"(3, 0)","(4, 5)",Black - Tree AI,73.5,11.5,10,37,-27,7999
86,Random AI,Tree AI,"(3, 4)","(5, 7)",Stalemate,74.0,12.0,0,39,-39,7510
87,Tree AI,Random AI,"(2, 5)","(5, 6)",White - Tree AI,75.0,12.0,38,4,34,3857
88,Random AI,Tree AI,"(3, 7)","(5, 5)",Black - Tree AI,76.0,12.0,3,38,-35,2865
89,Tree AI,Random AI,"(3, 6)","(5, 6)",White - Tree AI,77.0,12.0,38,21,17,3411
90,Tree AI,Random AI,"(2, 3)","(5, 1)",White - Tree AI,78.0,12.0,37,0,37,3269
91,Random AI,Tree AI,"(3, 2)","(4, 2)",Black - Tree AI,79.0,12.0,14,38,-24,1539
92,Tree AI,Random AI,"(3, 1)","(4, 0)",White - Tree AI,80.0,12.0,37,7,30,5904
93,Tree AI,Random AI,"(2, 0)","(5, 3)",Stalemate,80.5,12.5,33,0,33,7463
94,Random AI,Tree AI,"(2, 7)","(4, 1)",Black - Tree AI,81.5,12.5,3,39,-36,2596
95,Tree AI,Random AI,"(3, 3)","(4, 2)",Stalemate,82.0,13.0,37,3,34,4806
96,Random AI,Tree AI,"(3, 4)","(4, 2)",Black - Tree AI,83.0,13.0,18,38,-20,3325
97,Tree AI,Random AI,"(2, 3)","(5, 4)",White - Tree AI,84.0,13.0,38,8,30,9561
98,Tree AI,Random AI,"(2, 3)","(4, 5)",White - Tree AI,85.0,13.0,34,0,34,4304
99,Tree AI,Random AI,"(2, 5)","(4, 6)",White - Tree AI,86.0,13.0,32,2,30,4627
100,Tree AI,Random AI,"(2, 0)","(5, 4)",White - Tree AI,87.0,13.0,38,12,26,5351
