Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
28,Tree AI,Random AI,"(2, 5)","(4, 5)",White - Tree AI,25.5,2.5,38,0,38,6852
29,Tree AI,Random AI,"(3, 3)","(5, 5)",White - Tree AI,26.5,2.5,38,12,26,2508
30,Tree AI,Random AI,"(3, 5)","(4, 7)",Stalemate,27.0,3.0,32,0,32,7034
31,Random AI,Tree AI,"(2, 6)","(5, 2)",Stalemate,27.5,3.5,0,27,-27,4610
32,Tree AI,Random AI,"(3, 4)","(5, 2)",Stalemate,28.0,4.0,38,0,38,5554
33,Tree AI,Random AI,"(2, 0)","(5, 2)",White - Tree AI,29.0,4.0,37,20,17,1938
34,Tree AI,Random AI,"(3, 7)","(4, 4)",White - Tree AI,30.0,4.0,31,5,26,9205
35,Tree AI,Random AI,"(3, 5)","(5, 3)",White - Tree AI,31.0,4.0,27,15,12,4756
36,Tree AI,Random AI,"(3, 7)","(4, 7)",White - Tree AI,32.0,4.0,29,1,28,7257
37,Random AI,Tree AI,"(3, 3)","(5, 1)",Black - Tree AI,33.0,4.0,21,38,-17,5046
38,Tree AI,Random AI,"(3, 2)","(5, 7)",White - Tree AI,34.0,4.0,37,13,24,4890
39,Random AI,Tree AI,"(3, 5)","(5, 7)",Black - Tree AI,35.0,4.0,9,37,-28,5603
40,Tree AI,Random AI,"(3, 7)","(5, 2)",White - Tree AI,36.0,4.0,35,3,32,9308
41,Tree AI,Random AI,"(2, 2)","(5, 1)",White - Tree AI,37.0,4.0,26,0,26,3367
42,Tree AI,Random AI,"(2, 5)","(4, 2)",White - Tree AI,38.0,4.0,34,25,9,8137
43,Tree AI,Random AI,"(3, 6)","(4, 1)",White - Tree AI,39.0,4.0,34,3,31,7811
44,Random AI,Tree AI,"(3, 5)","(4, 4)",Draw,39.5,4.5,37,38,-1,1610
45,Tree AI,Random AI,"(2, 3)","(5, 0)",White - Tree AI,40.5,4.5,36,10,26,6476
46,Random AI,Tree AI,"(2, 1)","(4, 3)",Black - Tree AI,41.5,4.5,25,38,-13,1090
47,Tree AI,Random AI,"(2, 1)","(4, 1)",White - Tree AI,42.5,4.5,34,0,34,4932
48,Random AI,Tree AI,"(3, 7)","(4, 5)",Black - Tree AI,43.5,4.5,6,36,-30,3122
49,Tree AI,Random AI,"(2, 3)","(4, 3)",White - Tree AI,44.5,4.5,38,38,0,715
50,Random AI,Tree AI,"(3, 6)","(4, 0)",Black - Tree AI,45.5,4.5,11,37,-26,2159
51,Random AI,Tree AI,"(3, 6)","(4, 3)",Black - Tree AI,46.5,4.5,14,38,-24,3919
52,Tree AI,Random AI,"(3, 1)","(4, 3)",White - Tree AI,47.5,4.5,38,30,8,1607
53,Random AI,Tree AI,"(2, 0)","(4, 0)",Black - Tree AI,48.5,4.5,18,38,-20,1970
54,Random AI,Tree AI,"(2, 4)","(5, 3)",Black - Tree AI,49.5,4.5,13,38,-25,2613
55,Tree AI,Random AI,"(2, 2)","(5, 7)",White - Tree AI,50.5,4.5,38,38,0,901
56,Tree AI,Random AI,"(2, 5)","(5, 0)",White - Tree AI,51.5,4.5,37,17,20,4798
57,Random AI,Tree AI,"(2, 4)","(5, 0)",Black - Tree AI,52.5,4.5,29,38,-9,793
58,Random AI,Tree AI,"(3, 6)","(4, 2)",Black - Tree AI,53.5,4.5,28,38,-10,2462
59,Tree AI,Random AI,"(2, 5)","(4, 4)",White - Tree AI,54.5,4.5,38,1,37,4205
60,Tree AI,Random AI,"(3, 4)","(5, 5)",White - Tree AI,55.5,4.5,38,36,2,2180
61,Tree AI,Random AI,"(3, 3)","(4, 4)",White - Tree AI,56.5,4.5,35,0,35,7076
62,Random AI,Tree AI,"(3, 0)","(4, 1)",Black - Tree AI,57.5,4.5,12,37,-25,4498
63,Tree AI,Random AI,"(2, 1)","(4, 2)",White - Tree AI,58.5,4.5,37,8,29,6184
64,Tree AI,Random AI,"(3, 0)","(5, 6)",White - Tree AI,59.5,4.5,37,3,34,6998
65,Random AI,Tree AI,"(3, 5)","(4, 6)",Black - Tree AI,60.5,4.5,0,38,-38,2570
66,Tree AI,Random AI,"(2, 4)","(5, 2)",White - Tree AI,61.5,4.5,37,16,21,3867
67,Random AI,Tree AI,"(3, 1)","(5, 6)",Black - Tree AI,62.5,4.5,1,34,-33,5656
68,Tree AI,Random AI,"(2, 7)","(5, 4)",White - Tree AI,63.5,4.5,37,12,25,4873
69,Tree AI,Random AI,"(2, 7)","(4, 5)",White - Tree AI,64.5,4.5,34,1,33,3940
70,Random AI,Tree AI,"(2, 1)","(4, 6)",Black - Tree AI,65.5,4.5,34,38,-4,913
71,Tree AI,Random AI,"(2, 4)","(4, 0)",White - Tree AI,66.5,4.5,37,9,28,8125
72,Tree AI,Random AI,"(2, 6)","(5, 7)",White - Tree AI,67.5,4.5,37,7,30,3376
73,Tree AI,Random AI,"(3, 5)","(5, 1)",White - Tree AI,68.5,4.5,37,6,31,6280
74,Tree AI,Random AI,"(2, 4)","(4, 6)",White - Tree AI,69.5,4.5,36,3,33,2625
75,Tree AI,Random AI,"(2, 5)","(5, 5)",White - Tree AI,70.5,4.5,38,16,22,2947
76,Tree AI,Random AI,"(3, 2)","(5, 6)",Stalemate,71.0,5.0,38,1,37,4399
77,Random AI,Tree AI,"(2, 2)","(5, 3)",Black - Tree AI,72.0,5.0,11,38,-27,2721
78,Random AI,Tree AI,"(2, 7)","(5, 0)",Stalemate,72.5,5.5,0,36,-36,5699
79,Tree AI,Random AI,"(2, 2)","(4, 1)",Stalemate,73.0,6.0,33,0,33,5552
80,Tree AI,Random AI,"(3, 7)","(5, 4)",Stalemate,73.5,6.5,37,0,37,5719
81,Tree AI,Random AI,"(2, 0)","(4, 3)",White - Tree AI,74.5,6.5,38,37,1,789
82,Tree AI,Random AI,"(2, 3)","(5, 7)",Stalemate,75.0,7.0,34,0,34,8265
83,Tree AI,Random AI,"(2, 3)","(4, 1)",White - Tree AI,76.0,7.0,37,10,27,5236
84,Tree AI,Random AI,"(2, 1)","(5, 3)",White - Tree AI,77.0,7.0,36,16,20,7488
85,Random AI,Tree AI,"(3, 4)","(4, 4)",Stalemate,77.5,7.5,2,37,-35,9359
86,Tree AI,Random AI,"(2, 6)","(4, 3)",Stalemate,78.0,8.0,31,0,31,5762
87,Tree AI,Random AI,"(3, 4)","(5, 4)",White - Tree AI,79.0,8.0,34,6,28,5444
88,Random AI,Tree AI,"(2, 7)","(5, 7)",Stalemate,79.5,8.5,0,38,-38,4741
89,Tree AI,Random AI,"(3, 5)","(4, 2)",White - Tree AI,80.5,8.5,36,6,30,2998
90,Tree AI,Random AI,"(3, 1)","(4, 6)",White - Tree AI,81.5,8.5,38,7,31,6222
91,Random AI,Tree AI,"(3, 6)","(4, 4)",Black - Tree AI,82.5,8.5,2,38,-36,7777
92,Random AI,Tree AI,"(2, 4)","(4, 5)",Stalemate,83.0,9.0,0,38,-38,6700
93,Tree AI,Random AI,"(2, 0)","(5, 7)",Stalemate,83.5,9.5,29,0,29,7565
94,Random AI,Tree AI,"(3, 2)","(4, 0)",Black - Tree AI,84.5,9.5,11,38,-27,3820
95,Tree AI,Random AI,"(2, 4)","(5, 1)",Stalemate,85.0,10.0,31,0,31,7914
96,Tree AI,Random AI,"(3, 0)","(4, 0)",Stalemate,85.5,10.5,36,2,34,7228
97,Tree AI,Random AI,"(3, 2)","(4, 7)",White - Tree AI,86.5,10.5,36,9,27,7160
98,Random AI,Tree AI,"(3, 1)","(4, 7)",Stalemate,87.0,11.0,0,38,-38,3418
99,Random AI,Tree AI,"(3, 7)","(5, 5)",Black - Tree AI,88.0,11.0,0,27,-27,10248
100,Random AI,Tree AI,"(2, 3)","(4, 4)",Black - Tree AI,89.0,11.0,10,38,-28,3948
