Game Number,Player 1,Player 2,Wall 1,Wall 2,Winner,Score Tree,Score Random,White Game Score,Black Game Score,Score Difference,Nodes Traversed
20,Random AI,Tree AI,"(3, 4)","(4, 3)",Black - Tree AI,16.5,3.5,35,39,-4,1472
21,Random AI,Tree AI,"(3, 0)","(4, 3)",Stalemate,17.0,4.0,0,38,-38,3645
22,Tree AI,Random AI,"(2, 5)","(4, 7)",White - Tree AI,18.0,4.0,37,21,16,3434
23,Tree AI,Random AI,"(2, 3)","(5, 3)",White - Tree AI,19.0,4.0,38,17,21,2865
24,Random AI,Tree AI,"(3, 2)","(4, 2)",Black - Tree AI,20.0,4.0,1,37,-36,4791
25,Tree AI,Random AI,"(2, 2)","(4, 0)",Stalemate,20.5,4.5,38,0,38,8153
26,Random AI,Tree AI,"(2, 3)","(4, 7)",Black - Tree AI,21.5,4.5,6,38,-32,4528
27,Tree AI,Random AI,"(2, 6)","(4, 5)",Stalemate,22.0,5.0,38,0,38,8319
28,Random AI,Tree AI,"(2, 5)","(4, 5)",Black - Tree AI,23.0,5.0,12,39,-27,2794
29,Random AI,Tree AI,"(3, 3)","(5, 5)",Black - Tree AI,24.0,5.0,3,37,-34,3948
30,Tree AI,Random AI,"(3, 5)","(4, 7)",White - Tree AI,25.0,5.0,37,12,25,3799
31,Random AI,Tree AI,"(2, 6)","(5, 2)",Black - Tree AI,26.0,5.0,19,38,-19,2640
32,Tree AI,Random AI,"(3, 4)","(5, 2)",White - Tree AI,27.0,5.0,35,7,28,5392
33,Tree AI,Random AI,"(2, 0)","(5, 2)",White - Tree AI,28.0,5.0,36,12,24,13269
34,Random AI,Tree AI,"(3, 7)","(4, 4)",Black - Tree AI,29.0,5.0,4,39,-35,4582
35,Random AI,Tree AI,"(3, 5)","(5, 3)",Stalemate,29.5,5.5,1,36,-35,4683
36,Tree AI,Random AI,"(3, 7)","(4, 7)",White - Tree AI,30.5,5.5,38,21,17,6198
37,Random AI,Tree AI,"(3, 3)","(5, 1)",Stalemate,31.0,6.0,0,28,-28,8598
38,Tree AI,Random AI,"(3, 2)","(5, 7)",Stalemate,31.5,6.5,38,1,37,4358
39,Tree AI,Random AI,"(3, 5)","(5, 7)",White - Tree AI,32.5,6.5,38,13,25,3326
40,Tree AI,Random AI,"(3, 7)","(5, 2)",White - Tree AI,33.5,6.5,37,2,35,4744
41,Random AI,Tree AI,"(2, 2)","(5, 1)",Black - Tree AI,34.5,6.5,11,39,-28,3840
42,Random AI,Tree AI,"(2, 5)","(4, 2)",Black - Tree AI,35.5,6.5,2,39,-37,5104
43,Tree AI,Random AI,"(3, 6)","(4, 1)",White - Tree AI,36.5,6.5,38,31,7,3861
44,Random AI,Tree AI,"(3, 5)","(4, 4)",Black - Tree AI,37.5,6.5,4,37,-33,3858
45,Tree AI,Random AI,"(2, 3)","(5, 0)",White - Tree AI,38.5,6.5,36,1,35,6114
46,Tree AI,Random AI,"(2, 1)","(4, 3)",White - Tree AI,39.5,6.5,38,11,27,5402
47,Tree AI,Random AI,"(2, 1)","(4, 1)",White - Tree AI,40.5,6.5,35,0,35,9983
48,Tree AI,Random AI,"(3, 7)","(4, 5)",Stalemate,41.0,7.0,32,1,31,7384
49,Tree AI,Random AI,"(2, 3)","(4, 3)",White - Tree AI,42.0,7.0,37,7,30,7856
50,Random AI,Tree AI,"(3, 6)","(4, 0)",Stalemate,42.5,7.5,0,33,-33,6390
51,Random AI,Tree AI,"(3, 6)","(4, 3)",Black - Tree AI,43.5,7.5,9,34,-25,5262
52,Tree AI,Random AI,"(3, 1)","(4, 3)",Stalemate,44.0,8.0,32,2,30,7665
53,Random AI,Tree AI,"(2, 0)","(4, 0)",Stalemate,44.5,8.5,1,37,-36,5943
54,Tree AI,Random AI,"(2, 4)","(5, 3)",White - Tree AI,45.5,8.5,33,11,22,6724
55,Random AI,Tree AI,"(2, 2)","(5, 7)",Stalemate,46.0,9.0,5,39,-34,5982
56,Tree AI,Random AI,"(2, 5)","(5, 0)",Stalemate,46.5,9.5,38,0,38,4919
57,Tree AI,Random AI,"(2, 4)","(5, 0)",Stalemate,47.0,10.0,35,0,35,6426
58,Random AI,Tree AI,"(3, 6)","(4, 2)",Stalemate,47.5,10.5,1,38,-37,4525
59,Tree AI,Random AI,"(2, 5)","(4, 4)",White - Tree AI,48.5,10.5,34,12,22,7833
60,Random AI,Tree AI,"(3, 4)","(5, 5)",Stalemate,49.0,11.0,0,37,-37,5601
61,Random AI,Tree AI,"(3, 3)","(4, 4)",Black - Tree AI,50.0,11.0,3,34,-31,4524
62,Random AI,Tree AI,"(3, 0)","(4, 1)",Black - Tree AI,51.0,11.0,8,38,-30,6420
63,Random AI,Tree AI,"(2, 1)","(4, 2)",Black - Tree AI,52.0,11.0,5,39,-34,2792
64,Random AI,Tree AI,"(3, 0)","(5, 6)",Black - Tree AI,53.0,11.0,14,39,-25,2149
65,Tree AI,Random AI,"(3, 5)","(4, 6)",White - Tree AI,54.0,11.0,37,9,28,4954
66,Tree AI,Random AI,"(2, 4)","(5, 2)",Stalemate,54.5,11.5,33,0,33,4951
67,Random AI,Tree AI,"(3, 1)","(5, 6)",Black - Tree AI,55.5,11.5,6,34,-28,5060
68,Tree AI,Random AI,"(2, 7)","(5, 4)",White - Tree AI,56.5,11.5,38,8,30,2903
69,Random AI,Tree AI,"(2, 7)","(4, 5)",Stalemate,57.0,12.0,0,37,-37,4944
70,Tree AI,Random AI,"(2, 1)","(4, 6)",White - Tree AI,58.0,12.0,35,24,11,1902
71,Tree AI,Random AI,"(2, 4)","(4, 0)",White - Tree AI,59.0,12.0,38,17,21,2026
72,Tree AI,Random AI,"(2, 6)","(5, 7)",White - Tree AI,60.0,12.0,38,1,37,5179
73,Tree AI,Random AI,"(3, 5)","(5, 1)",White - Tree AI,61.0,12.0,36,19,17,4241
74,Random AI,Tree AI,"(2, 4)","(4, 6)",Stalemate,61.5,12.5,1,29,-28,3919
75,Tree AI,Random AI,"(2, 5)","(5, 5)",White - Tree AI,62.5,12.5,38,38,0,1621
76,Tree AI,Random AI,"(3, 2)","(5, 6)",White - Tree AI,63.5,12.5,37,16,21,3719
77,Random AI,Tree AI,"(2, 2)","(5, 3)",Stalemate,64.0,13.0,3,39,-36,4603
78,Tree AI,Random AI,"(2, 7)","(5, 0)",White - Tree AI,65.0,13.0,38,3,35,2610
79,Tree AI,Random AI,"(2, 2)","(4, 1)",Stalemate,65.5,13.5,28,0,28,9804
80,Random AI,Tree AI,"(3, 7)","(5, 4)",Black - Tree AI,66.5,13.5,1,37,-36,7052
81,Tree AI,Random AI,"(2, 0)","(4, 3)",White - Tree AI,67.5,13.5,37,8,29,5083
82,Tree AI,Random AI,"(2, 3)","(5, 7)",White - Tree AI,68.5,13.5,38,9,29,3850
83,Tree AI,Random AI,"(2, 3)","(4, 1)",White - Tree AI,69.5,13.5,38,9,29,3674
84,Random AI,Tree AI,"(2, 1)","(5, 3)",Draw,70.0,14.0,15,38,-23,3594
85,Random AI,Tree AI,"(3, 4)","(4, 4)",Stalemate,70.5,14.5,0,35,-35,5883
86,Random AI,Tree AI,"(2, 6)","(4, 3)",Black - Tree AI,71.5,14.5,24,39,-15,1462
87,Tree AI,Random AI,"(3, 4)","(5, 4)",Stalemate,72.0,15.0,38,7,31,4686
88,Random AI,Tree AI,"(2, 7)","(5, 7)",Black - Tree AI,73.0,15.0,7,38,-31,3371
89,Tree AI,Random AI,"(3, 5)","(4, 2)",White - Tree AI,74.0,15.0,37,9,28,5370
90,Random AI,Tree AI,"(3, 1)","(4, 6)",Black - Tree AI,75.0,15.0,1,38,-37,6234
91,Tree AI,Random AI,"(3, 6)","(4, 4)",Stalemate,75.5,15.5,38,0,38,5995
92,Random AI,Tree AI,"(2, 4)","(4, 5)",Black - Tree AI,76.5,15.5,12,39,-27,5996
93,Random AI,Tree AI,"(2, 0)","(5, 7)",Black - Tree AI,77.5,15.5,1,38,-37,7807
94,Random AI,Tree AI,"(3, 2)","(4, 0)",Black - Tree AI,78.5,15.5,11,36,-25,4284
95,Tree AI,Random AI,"(2, 4)","(5, 1)",Stalemate,79.0,16.0,38,0,38,4438
96,Random AI,Tree AI,"(3, 0)","(4, 0)",Stalemate,79.5,16.5,0,37,-37,5880
97,Random AI,Tree AI,"(3, 2)","(4, 7)",Stalemate,80.0,17.0,0,34,-34,6087
98,Random AI,Tree AI,"(3, 1)","(4, 7)",Black - Tree AI,81.0,17.0,24,37,-13,3090
99,Random AI,Tree AI,"(3, 7)","(5, 5)",Black - Tree AI,82.0,17.0,8,38,-30,3687
100,Tree AI,Random AI,"(2, 3)","(4, 4)",White - Tree AI,83.0,17.0,36,15,21,5888
